"Attempt_ID","Pgl_Bez","N_Fertilization_kg_ha","Ert_dt_ha","RP_Go","N_Efficiency","CropType_Long","pH","K","P","Mg","Corg","NH4_N","NO3_N","Nges","Smin","B","Mn","Cu","Zn","Mo","KAK_eff","Ca_eff","Mg_eff","K_eff","Na_eff","BS","Soiltype","Soiltype_Short","Sand","Silt","Clay"
"WG-N903-21-SH_01","ohne N",0,29.75,9.4,NA,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_05","AnN_100_T1",188,90.35,10.2,46.9,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_09","Pp_AnN_30_70_T1_T2",188,99.2,11.2,61,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_07","AnN_Pp_ 70_30_T1_T3",188,93.98,10.1,49.1,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_02","Pi46_50_50_T2_T3",188,96.18,11,56.7,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_08","AnN_Pp_ 80_20_T1_T3",188,90.23,10.1,46.5,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N903-21-SH_03","Pp_50_50_T2_T3",188,97.88,11.2,59.9,"Winter Barley",5.1,18.5,9.3,9.5,2.18,0.21,0.94,0.13,3.67,0.22,29.9,1.33,6.46,0.017,6.9,4.86,0.71,0.47,0.1,87.5,"medium loamier Sand","Sl3",65.6,25.7,8.7
"WG-N910-21-MV_01","ohne N",0,43,8.7,NA,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_10","KAS_50_50_T2_T3",160,85.56,10.6,45.6,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_09","Pp_AnN_30_70_T1_T2",160,99.75,10.1,54.6,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_06","AnN_Pp_ 50_50_T1_T3",160,90.91,10.1,46.3,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_07","AnN_Pp_ 70_30_T1_T3",160,87.57,9.8,41.4,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_08","AnN_Pp_ 80_20_T1_T3",160,94.72,9.7,46.6,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_04","AnN_100_T2",160,86.43,10.4,45.2,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_05","AnN_100_T1",160,93.66,9.6,44.9,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_02","Pi46_50_50_T2_T3",160,88.24,11,51,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N910-21-MV_03","Pp_50_50_T2_T3",160,85.46,10.8,46.9,"Winter Barley",6.4,13.9,3.4,10.9,0.7,0.12,2.04,0.12,2.1,0.53,91.73,1.59,4.1,0.051,4.2,3.91,0.84,0.44,0.1,123.6,"medium sandy loam","Sl3",67.2,24.3,8.5
"WG-N920-21-NI_02","Pi46_50_50_T2_T3",160,93.59,10.7,53.8,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_09","Pp_AnN_30_70_T1_T2",160,93.67,9.8,46.6,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_01","ohne N",0,45.44,8.3,NA,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_06","AnN_Pp_ 50_50_T1_T3",160,94.24,11,56.6,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_03","Pp_50_50_T2_T3",160,93.43,10.9,54.9,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_07","AnN_Pp_ 70_30_T1_T3",160,96.72,9.9,50,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_05","AnN_100_T1",160,95.8,9.5,45.3,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_10","KAS_50_50_T2_T3",160,95.09,11.3,59.9,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_04","AnN_100_T2",160,92.8,10.5,51.3,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N920-21-NI_08","AnN_Pp_ 80_20_T1_T3",160,96.82,9.8,48.7,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_04","AnN_100_T2",120,84.59,11,57.9,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_03","Pp_50_50_T2_T3",120,82.27,11.2,56.9,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_10","KAS_50_50_T2_T3",120,81.62,11.2,55.8,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_07","AnN_Pp_ 70_30_T1_T3",120,84.29,10.8,55.8,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_08","AnN_Pp_ 80_20_T1_T3",120,82.85,9.9,45.3,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_06","AnN_Pp_ 50_50_T1_T3",120,80.25,10.9,52,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_02","Pi46_50_50_T2_T3",120,80.61,11,53.1,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_01","ohne N",0,48.26,8.8,NA,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_05","AnN_100_T1",120,86.5,9.3,43.4,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N921-21-NI_09","Pp_AnN_30_70_T1_T2",120,84.02,9.5,43,"Winter Barley",6,19.5,4.4,7.8,1.14,0.13,2.22,0.12,1.05,0.56,184.2,3.5,6.66,0.017,6.7,6.42,0.43,0.71,0.1,112.8,"strong loamy sand","Sl4",59.9,27,13.1
"WG-N940-21-ST_04","AnN_100_T2",150,122.26,12.2,63.9,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_02","Pi46_50_50_T2_T3",150,120.46,12.4,64.1,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_06","AnN_Pp_ 50_50_T1_T3",150,120.28,12.4,63.6,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_09","Pp_AnN_30_70_T1_T2",150,117.22,11.6,51,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_03","Pp_50_50_T2_T3",150,121.72,12.4,65.3,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_07","AnN_Pp_ 70_30_T1_T3",150,125.65,12.3,68,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_01","ohne N",0,89.92,8.9,NA,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_10","KAS_50_50_T2_T3",150,117.98,12.5,61.5,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_08","AnN_Pp_ 80_20_T1_T3",150,120.73,12.3,62.8,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N940-21-ST_05","AnN_100_T1",150,119.62,11.9,57.7,"Winter Barley",7.1,15.3,5.9,11.6,1.58,0.02,1.65,0.13,0.48,2.23,251.9,4.07,20.35,0.047,17.7,16.6,1.23,0.69,0.1,104.7,"strong clayey silt","Ut4",5.6,69.5,24.8
"WG-N942-21-BB_04","AnN_100_T2",180,102.64,10.7,40,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_05","AnN_100_T1",180,103.12,10.5,38.8,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_07","AnN_Pp_ 70_30_T1_T3",180,101.27,10.6,38.3,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_06","AnN_Pp_ 50_50_T1_T3",180,100.93,10.6,37.6,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_08","AnN_Pp_ 80_20_T1_T3",180,104.82,10.2,38,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_02","Pi46_50_50_T2_T3",180,100.19,10.6,36.9,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_10","KAS_50_50_T2_T3",180,98.42,10.6,35.6,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_09","Pp_AnN_30_70_T1_T2",180,103.21,10.8,41.5,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_03","Pp_50_50_T2_T3",180,104.22,10.9,43.1,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N942-21-BB_01","ohne N",0,64.79,8.9,NA,"Winter Barley",6.2,10.5,4.5,11.6,0.91,0.13,2.02,0.1,0.94,0.5,151,2.79,4.81,0.043,6.6,5.5,0.92,0.38,0.1,103,"medium loamier Sand","Sl3",60.6,31.1,8.3
"WG-N944-21-ST_07","AnN_Pp_ 70_30_T1_T3",110,40.75,12.1,20.9,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_05","AnN_100_T1",110,48.4,11.6,29.3,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_10","KAS_50_50_T2_T3",110,41.84,13.4,29.6,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_04","AnN_100_T2",110,46.52,11.9,28.5,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_09","Pp_AnN_30_70_T1_T2",110,46.58,11.8,28.3,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_08","AnN_Pp_ 80_20_T1_T3",110,43.08,12,24,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_03","Pp_50_50_T2_T3",110,42.38,12.2,24.2,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_01","ohne N",0,34.01,9.6,NA,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_02","Pi46_50_50_T2_T3",110,42.66,12.3,25,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N944-21-ST_06","AnN_Pp_ 50_50_T1_T3",110,43.09,13.1,30.1,"Winter Barley",6.2,10.7,2.2,28.5,1.99,0.16,4.25,0.24,0.61,1.48,211,1.85,5.07,0.007,18.7,16.25,3.01,0.37,0.1,105,"medium clayey sand","St3",66.4,12.6,21
"WG-N950-21-SN_02","Pp_50_50_T2_T3",120,97.63,12.8,47.3,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_07","Pp_AnN_30_70_T1_T2",120,101.83,13,56.4,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_08","KAS_50_50_T2_T3",120,99.98,12.7,50.5,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_01","ohne N",0,88.75,9.4,NA,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_03","AnN_100_T2",120,98.73,12.2,42.1,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_05","AnN_Pp_ 50_50_T1_T3",120,99.6,13.1,53.6,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_06","AnN_Pp_ 70_30_T1_T3",120,102.2,13.3,60.2,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N950-21-SN_04","AnN_100_T1",120,101.25,13.6,62.5,"Winter Barley",6.3,7.4,3.7,30.1,1.75,0.12,2.33,0.15,1.97,0.43,105.5,4.03,4.56,0.003,16.5,14.14,2.91,0.38,0.1,105.6,"Silky Loam","Lu",11.8,62.9,25.3
"WG-N952-21-TH_08","AnN_Pp_ 80_20_T1_T3",160,75.01,13.4,35.2,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_05","AnN_100_T1",160,70.07,13,27.1,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_01","ohne N",0,49.15,12.1,NA,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_03","Pp_50_50_T2_T3",160,71.79,13.9,34.3,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_02","Pi46_50_50_T2_T3",160,67.33,13.8,28.8,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_09","Pp_AnN_30_70_T1_T2",160,71.04,13.2,29.5,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_07","AnN_Pp_ 70_30_T1_T3",160,72.52,13.8,34.5,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_10","KAS_50_50_T2_T3",160,68.17,13.9,30.2,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_04","AnN_100_T2",160,71.16,13.3,29.8,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N952-21-TH_06","AnN_Pp_ 50_50_T1_T3",160,70.13,13.5,30.2,"Winter Barley",6.5,23.4,4.8,30.2,1.3,0.14,2.9,0.16,0.54,0.85,137.4,3.94,7.08,0.011,9.6,6.28,2.57,0.74,0.1,99.9,"sandy loamy silt","Uls",18.5,64.7,16.7
"WG-N960-21-HE_02","Pi46_50_50_T2_T3",130,105.18,11.1,62.3,"Winter Barley",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WG-N960-21-HE_10","KAS_50_50_T2_T3",130,104.28,11.3,63.5,"Winter Barley",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WG-N960-21-HE_08","AnN_Pp_ 80_20_T1_T3",130,101.61,10.5,51.7,"Winter Barley",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
"WG-N960-21-HE_04","AnN_100_T2",130,102.34,10.3,50.3,"Winter Barley",6.7,10.1,4.7,17.1,2.15,0.07,1.72,0.14,0.87,0.58,266.6,5.51,6.4,0.027,10.8,8.85,1.7,0.38,0.1,101.2,"strong clayey silt","Ut4",3.2,77.2,19.6
